Unnamed: 0,car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats
4740,Volkswagen Vento 1.5 TDI Highline AT,5.51,79715.0,Diesel,Automatic,2,2016.0,1598.0,7.0
4741,Maruti Alto 800 LXI,1.46,269930.0,Petrol,Manual,1,2014.0,814.0,5.0
4742,Hyundai i10 Magna,2.57,84561.0,Petrol,Manual,2,2013.0,1199.0,5.0
4743,Maruti Swift Dzire VXI,3.98,94479.0,Petrol,Manual,2,2015.0,1248.0,5.0
4744,Hyundai i20 Sportz 1.2,3.71,65723.0,Petrol,Manual,1,2014.0,1599.0,5.0
4745,Hyundai i20 1.2 Asta Option,5.88,120707.0,Petrol,Manual,1,2018.0,1248.0,5.0
4746,Maruti Ertiga SHVS VDI,6.27,95873.0,Diesel,Manual,2,2016.0,1197.0,5.0
4747,Volkswagen Vento Diesel Highline,2.31,98439.0,Diesel,Manual,3,2011.0,1086.0,5.0
4748,Hyundai EON Magna Optional,1.6,80310.0,Petrol,Manual,1,2011.0,1248.0,5.0
4749,Volkswagen Polo 1.2 MPI Comfortline,4.54,23677.0,Petrol,Manual,1,2016.0,1197.0,5.0
4750,Maruti Swift Dzire VDI,5.28,136782.0,Diesel,Manual,1,2017.0,1196.0,5.0
4751,Hyundai Verna Transform Xi,2.8,76491.0,Petrol,Manual,1,2010.0,1197.0,5.0
4752,Maruti Ertiga SHVS ZDI Plus,7.75,45991.0,Diesel,Manual,1,2017.0,1197.0,5.0
4753,Hyundai Grand i10 1.2 Kappa Magna BSIV,4.96,13481.0,Petrol,Manual,1,2019.0,998.0,5.0
4754,Hyundai Santro Xing GLS,1.28,77414.0,Petrol,Manual,3,2009.0,1186.0,7.0
4755,Maruti Swift Dzire VDI,4.2,48182.0,Diesel,Manual,1,2014.0,1248.0,5.0
4756,Hyundai i10 Magna 1.2,1.99,42262.0,Petrol,Manual,1,2010.0,998.0,5.0
4757,Maruti Eeco 5 Seater AC BSIV,1.93,126761.0,Petrol,Manual,2,2013.0,1498.0,5.0
4758,Maruti Swift Dzire VXI,3.18,84080.0,Petrol,Manual,2,2013.0,1120.0,5.0
4759,Hyundai i10 Sportz,2.17,55961.0,Petrol,Manual,3,2011.0,1997.0,5.0
4760,Maruti Wagon R VXI,5.0,46567.0,Petrol,Manual,1,2020.0,1197.0,5.0
4761,Hyundai Xcent 1.2 CRDi SX,6.25,42000.0,Diesel,Manual,1,2018.0,0.0,5.0
4762,Maruti Ciaz ZDi,6.11,79000.0,Diesel,Manual,1,2015.0,1461.0,7.0
4763,Maruti Wagon R LXI BS IV,3.11,114478.0,Petrol,Manual,1,2017.0,1422.0,5.0
4764,Honda WR-V i-DTEC VX,7.13,104931.0,Diesel,Manual,1,2018.0,1197.0,5.0
4765,Hyundai Grand i10 CRDi Magna,3.68,63467.0,Diesel,Manual,1,2015.0,1498.0,5.0
4766,Mahindra Scorpio 1.99 S10,10.0,75000.0,Diesel,Manual,2,2016.0,1197.0,5.0
4767,Hyundai i20 Asta Option CVT,8.2,30000.0,Petrol,Automatic,1,2020.0,2179.0,5.0
4768,Tata Nexon EV Prime XZ Plus Dark Edition,13.39,8397.0,Electric,Automatic,1,2022.0,1186.0,5.0
4769,Renault Duster 85PS Diesel RxL Optional,4.07,137286.0,Diesel,Manual,1,2014.0,1499.0,5.0
4770,Skoda Fabia 1.4 TDI Ambiente,1.16,105768.0,Diesel,Manual,3,2010.0,1120.0,5.0
4771,Hyundai i20 Sportz Plus,6.75,48000.0,Petrol,Manual,1,2019.0,1498.0,5.0
4772,Volkswagen Vento 1.5 TDI Highline AT,8.5,74088.0,Diesel,Automatic,1,2016.0,1598.0,5.0
4773,Maruti Eeco 5 Seater AC,5.35,38000.0,Petrol,Manual,1,2019.0,1497.0,5.0
4774,Mahindra XUV500 W10 2WD,8.5,66000.0,Diesel,Manual,1,2015.0,1498.0,5.0
4775,Hyundai Grand i10 1.2 CRDi Sportz,4.95,52000.0,Diesel,Manual,1,2018.0,1196.0,5.0
4776,Ford Aspire Titanium Plus Diesel,4.5,54000.0,Diesel,Manual,1,2015.0,1197.0,5.0
4777,Hyundai Grand i10 CRDi Magna,4.5,54000.0,Diesel,Manual,1,2016.0,998.0,5.0
4778,Volkswagen Vento 1.5 TDI Highline Plus,8.75,55000.0,Diesel,Manual,1,2017.0,1461.0,5.0
4779,Volkswagen Vento Diesel Highline,4.95,68000.0,Diesel,Manual,1,2014.0,2354.0,5.0
4780,Ford Ecosport 1.5 Petrol Ambiente BSIV,5.73,26339.0,Petrol,Manual,3,2018.0,1248.0,8.0
4781,Ford Ecosport Sports Diesel,10.93,50044.0,Diesel,Manual,1,2021.0,1197.0,5.0
4782,Maruti Eeco 5 Seater AC BSIV,2.56,99569.0,Petrol,Manual,3,2016.0,1197.0,5.0
4783,Hyundai i20 Sportz Petrol,2.4,77537.0,Petrol,Manual,2,2010.0,995.0,5.0
4784,Maruti Wagon R LXI BS IV,2.39,55026.0,Petrol,Manual,1,2013.0,998.0,7.0
4785,Renault Pulse RxL,2.99,73081.0,Diesel,Manual,1,2014.0,2494.0,5.0
4786,Honda Accord 2.4 AT,3.05,123149.0,Petrol,Automatic,2,2010.0,1061.0,5.0
4787,Maruti Swift Dzire VDI,4.69,81759.0,Diesel,Manual,1,2015.0,796.0,5.0
4788,Maruti Swift LXI BSIV,3.64,58766.0,Petrol,Manual,1,2015.0,1248.0,5.0
4789,Maruti Swift Dzire VXI,3.61,74886.0,Petrol,Manual,1,2014.0,1497.0,5.0
4790,Chevrolet Spark 1.0 LT,1.0,74008.0,Petrol,Manual,4,2008.0,1198.0,7.0
4791,Maruti Wagon R VXI,6.4,3809.0,Petrol,Manual,1,2022.0,1197.0,5.0
4792,Toyota Innova 2.5 GX (Diesel) 8 Seater,8.25,137000.0,Diesel,Manual,2,2015.0,1197.0,5.0
4793,Maruti Zen Estilo 1.1 LXI BSIII,1.05,104817.0,Petrol,Manual,2,2009.0,1120.0,5.0
4794,Maruti Alto 800 LXI,3.45,10666.0,Petrol,Manual,1,2020.0,1373.0,5.0
4795,Maruti Swift VDI,3.8,74124.0,Diesel,Manual,2,2013.0,1956.0,5.0
4796,Mahindra Marazzo M8,8.97,92167.0,Diesel,Manual,2,2018.0,1199.0,5.0
4797,Honda Brio 1.2 S MT,4.11,32111.0,Petrol,Manual,1,2017.0,1248.0,5.0
4798,Hyundai i10 Sportz,1.85,111986.0,Petrol,Manual,1,2010.0,1497.0,5.0
4799,Maruti Ritz VXI,1.85,89451.0,Petrol,Manual,4,2010.0,1995.0,5.0
4800,Hyundai Xcent 1.1 CRDi SX Option,3.65,82990.0,Diesel,Manual,1,2014.0,1497.0,5.0
4801,Maruti Ciaz ZXi,5.11,88621.0,Petrol,Manual,1,2014.0,1396.0,5.0
4802,Tata New Safari XZA Plus AT,20.23,13690.0,Diesel,Automatic,1,2022.0,1995.0,6.0
4803,Honda Amaze S Petrol,6.62,15712.0,Petrol,Manual,1,2020.0,1968.0,7.0
4804,Maruti Vitara Brezza ZDi,7.9,72500.0,Diesel,Manual,1,2017.0,1047.0,5.0
4805,Mahindra XUV300 W8 Option Diesel BSIV,10.25,82000.0,Diesel,Manual,1,2019.0,1196.0,5.0
4806,Renault Koleos 4X4 MT,6.2,120000.0,Diesel,Manual,1,2016.0,1396.0,5.0
4807,Honda City EXi,2.9,120000.0,Petrol,Manual,2,2008.0,1462.0,5.0
4808,Hyundai i20 Asta Option Diesel,6.9,65000.0,Diesel,Manual,1,2017.0,1498.0,5.0
4809,BMW X1 sDrive20d Expedition,32.0,18000.0,Diesel,Automatic,1,2020.0,1197.0,7.0
4810,Volkswagen Tiguan 2.0 TDI Highline,21.0,56500.0,Diesel,Automatic,1,2018.0,1598.0,5.0
4811,Tata Tiago 1.05 Revotorq XZ,3.65,80381.0,Diesel,Manual,2,2017.0,1461.0,5.0
4812,Maruti Eeco 5 Seater AC BSIV,2.42,78220.0,Petrol,Manual,3,2014.0,1047.0,7.0
4813,Hyundai i20 Magna Plus Diesel,6.46,91412.0,Diesel,Manual,1,2019.0,1198.0,5.0
4814,Maruti XL6 Alpha,7.93,97295.0,Petrol,Manual,1,2019.0,2157.0,5.0
4815,Honda Mobilio S i-DTEC,5.9,58300.0,Diesel,Manual,1,2016.0,999.0,5.0
4816,Maruti Swift Dzire VXI 1.2,5.26,68031.0,Petrol,Manual,2,2017.0,799.0,5.0
4817,Skoda Rapid 1.6 TDI Ambition,2.76,94405.0,Diesel,Manual,3,2012.0,2982.0,6.0
4818,Renault Duster 85PS Diesel RxS,6.75,58200.0,Diesel,Manual,1,2017.0,1498.0,5.0
4819,Tata Tigor 1.05 Revotorq XT,5.25,58000.0,Diesel,Manual,1,2018.0,1198.0,5.0
4820,Mahindra KUV 100 NXT D75 K8 5Str,4.65,62000.0,Diesel,Manual,1,2018.0,1498.0,5.0
4821,Mahindra Alturas G4 4X4 AT,25.25,99000.0,Diesel,Automatic,1,2020.0,1497.0,5.0
4822,Renault KWID 1.0 RXT Optional,3.44,32875.0,Petrol,Manual,1,2018.0,1198.0,5.0
4823,Renault KWID RXT,2.64,31951.0,Petrol,Manual,2,2016.0,1197.0,5.0
4824,Toyota Fortuner 4x2 Manual,15.21,74300.0,Diesel,Manual,1,2014.0,1198.0,5.0
4825,Skoda Rapid 1.5 TDI Style Plus,6.9,91100.0,Diesel,Manual,1,2016.0,1498.0,5.0
4826,Tata Nexon 1.2 Revotron XM,6.51,15601.0,Petrol,Manual,1,2018.0,1968.0,7.0
4827,Volkswagen Polo 1.5 TDI Highline,4.95,64300.0,Diesel,Manual,1,2015.0,796.0,5.0
4828,Honda City i VTEC CVT VX,7.5,89772.0,Petrol,Automatic,1,2016.0,1197.0,5.0
4829,Mahindra KUV 100 mFALCON D75 K8 Dual Tone,3.84,66078.0,Diesel,Manual,1,2017.0,814.0,5.0
4830,Hyundai i20 Asta 1.2,4.35,75317.0,Petrol,Manual,2,2014.0,1498.0,5.0
4831,Skoda Fabia 1.2 MPI Elegance,1.78,73263.0,Petrol,Manual,2,2011.0,2199.0,5.0
4832,Honda City i DTEC SV,4.45,121816.0,Diesel,Manual,1,2014.0,1248.0,5.0
4833,Volkswagen Tiguan 2.0 TDI Highline,22.25,104000.0,Diesel,Automatic,1,2017.0,999.0,5.0
4834,Maruti Alto 800 LXI,2.27,45877.0,Petrol,Manual,1,2016.0,1461.0,5.0
4835,Maruti Swift VXI,4.94,38922.0,Petrol,Manual,1,2018.0,1197.0,5.0
4836,Hyundai EON Era Plus,2.43,51612.0,Petrol,Manual,1,2015.0,998.0,5.0
4837,Volkswagen Vento 1.5 TDI Comfortline AT,4.72,101695.0,Diesel,Automatic,3,2015.0,1197.0,5.0
4838,Hyundai Santa Fe 2WD AT,10.52,94786.0,Diesel,Automatic,2,2015.0,1186.0,5.0
4839,Maruti Swift VDI BSIV,2.14,230510.0,Diesel,Manual,1,2011.0,1582.0,5.0
4840,Nissan Magnite XV Premium,8.49,10905.0,Petrol,Manual,1,2021.0,1198.0,5.0
4841,Renault Scala Diesel RxL,2.97,71336.0,Diesel,Manual,2,2014.0,1199.0,5.0
4842,Maruti Swift VXI,5.82,6356.0,Petrol,Manual,1,2021.0,1248.0,5.0
4843,Maruti Wagon R LXI BS IV,2.72,77065.0,Petrol,Manual,1,2014.0,1197.0,5.0
4844,Hyundai i10 Sportz 1.2 AT,1.84,54885.0,Petrol,Automatic,3,2009.0,1197.0,5.0
4845,Hyundai Grand i10 1.2 CRDi Sportz Option,4.29,82621.0,Diesel,Manual,1,2018.0,1591.0,5.0
4846,Hyundai Creta 1.6 CRDi SX,11.09,46095.0,Diesel,Manual,1,2019.0,998.0,8.0
4847,Honda Brio S MT,3.22,45162.0,Petrol,Manual,1,2015.0,1956.0,6.0
4848,Tata Tiago 1.2 Revotron XT,4.24,26680.0,Petrol,Manual,1,2018.0,1498.0,5.0
4849,Maruti Swift Vdi BSIII,1.52,150112.0,Diesel,Manual,5,2009.0,1197.0,5.0
4850,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,5.1,58386.0,Petrol,Manual,2,2019.0,998.0,5.0
4851,Maruti Swift Dzire VXI,2.86,75963.0,Petrol,Manual,3,2012.0,2494.0,5.0
4852,Hyundai Creta 1.6 SX Automatic,12.63,25099.0,Petrol,Automatic,1,2019.0,1198.0,5.0
4853,Maruti Celerio VXI,3.1,42101.0,Petrol,Manual,1,2015.0,1984.0,5.0
4854,Tata Harrier XZ Dual Tone,10.89,23129.0,Diesel,Manual,1,2021.0,998.0,5.0
4855,Honda Amaze VX i-DTEC,4.75,62000.0,Diesel,Manual,1,2015.0,1248.0,5.0
4856,Maruti Swift Dzire VXI,4.2,67715.0,Petrol,Manual,1,2015.0,1497.0,5.0
4857,Maruti Wagon R VXI,1.0,59726.0,Petrol,Manual,1,2002.0,1248.0,5.0
4858,Toyota Innova 2.5 GX (Diesel) 8 Seater,7.6,168292.0,Diesel,Manual,2,2015.0,1498.0,5.0
4859,Mahindra KUV 100 NXT G80 K2,3.3,84825.0,Petrol,Manual,1,2018.0,999.0,5.0
4860,Skoda Superb LK 2.0 TDI AT,17.55,140785.0,Diesel,Automatic,1,2017.0,1582.0,5.0
4861,Maruti Wagon R VXI BS IV,2.16,28037.0,Petrol,Manual,1,2012.0,1956.0,5.0
4862,Maruti Swift VDI,2.86,80789.0,Diesel,Manual,3,2012.0,998.0,5.0
4863,Hyundai Creta S,12.9,16968.0,Petrol,Manual,1,2020.0,1497.0,5.0
4864,Maruti Swift Dzire AMT ZDI,5.94,23338.0,Diesel,Automatic,1,2016.0,1498.0,5.0
4865,Ford Ecosport 1.5 DV5 MT Titanium,4.14,88993.0,Diesel,Manual,2,2013.0,1199.0,5.0
4866,Renault KWID 1.0 RXT Optional,3.75,58342.0,Petrol,Manual,1,2018.0,1582.0,7.0
4867,Hyundai Verna CRDi 1.6 AT SX Plus,9.8,57000.0,Diesel,Automatic,1,2018.0,1197.0,5.0
4868,Tata Harrier XZ,13.9,66000.0,Diesel,Manual,1,2019.0,995.0,7.0
4869,Maruti Celerio VXI AT,3.75,58213.0,Petrol,Automatic,1,2014.0,1086.0,5.0
4870,Honda City 1.5 V MT,2.76,129760.0,Petrol,Manual,2,2009.0,1396.0,5.0
4871,Honda City i-DTEC ZX,10.25,48100.0,Diesel,Manual,1,2018.0,1498.0,5.0
4872,Tata Tiago 1.2 Revotron XZ,3.84,48554.0,Petrol,Manual,1,2016.0,1968.0,5.0
4873,Hyundai Creta 1.6 CRDi SX Option,10.58,19787.0,Diesel,Manual,1,2017.0,2179.0,5.0
4874,Hyundai Grand i10 Sportz,4.49,39910.0,Petrol,Manual,1,2017.0,1462.0,5.0
4875,Chevrolet Spark 1.0 LT,1.0,63342.0,Petrol,Manual,1,2009.0,1197.0,5.0
4876,Hyundai i10 Era,2.9,89000.0,Petrol,Manual,1,2011.0,1248.0,7.0
4877,Hyundai i20 Magna 1.4 CRDi (Diesel),3.4,89201.0,Diesel,Manual,2,2013.0,1968.0,5.0
4878,Honda Mobilio S i-DTEC,4.23,130151.0,Diesel,Manual,1,2015.0,1298.0,5.0
4879,Skoda Octavia Elegance 2.0 TDI AT,5.78,179308.0,Diesel,Automatic,2,2013.0,1495.0,5.0
4880,Tata Hexa XT,10.5,58000.0,Diesel,Manual,1,2018.0,1461.0,5.0
4881,Maruti Ciaz Alpha Automatic BSIV,9.03,24311.0,Petrol,Automatic,1,2019.0,2179.0,5.0
4882,Toyota Etios Liva G,3.36,81899.0,Petrol,Manual,1,2014.0,814.0,7.0
4883,Maruti Vitara Brezza VDi Option,6.68,45795.0,Diesel,Manual,1,2017.0,1248.0,8.0
4884,Skoda New Laura Ambiente 2.0 TDI CR MT,3.41,95884.0,Diesel,Manual,2,2013.0,1248.0,5.0
4885,Maruti Swift 1.3 VXi,1.47,89657.0,Petrol,Manual,1,2008.0,1199.0,6.0
4886,Hyundai Accent GLE,1.35,116416.0,Petrol,Manual,3,2010.0,1197.0,5.0
4887,Renault Duster 85PS Diesel RxL Optional,3.14,90198.0,Diesel,Manual,2,2012.0,1498.0,5.0
4888,Mahindra XUV500 W6 2WD,7.73,73230.0,Diesel,Manual,1,2016.0,2494.0,5.0
4889,Hyundai EON Era,1.38,134279.0,Petrol,Manual,1,2011.0,1956.0,5.0
4890,Maruti Ciaz ZDi Plus SHVS,5.88,64933.0,Diesel,Manual,2,2015.0,1451.0,5.0
4891,Maruti Ciaz VDi Plus SHVS,5.06,81114.0,Diesel,Manual,4,2016.0,1198.0,5.0
4892,Honda Jazz 1.2 VX i VTEC,4.44,60923.0,Petrol,Manual,3,2016.0,1248.0,5.0
4893,Hyundai i20 Magna,2.2,92573.0,Petrol,Manual,1,2010.0,1582.0,5.0
4894,Honda Mobilio V i-DTEC,4.56,65281.0,Diesel,Manual,2,2015.0,1197.0,8.0
4895,Toyota Innova 2.5 VX (Diesel) 8 Seater,8.57,138448.0,Diesel,Manual,2,2015.0,1598.0,5.0
4896,Jeep Compass 2.0 Limited Option 4X4 Black,12.58,86513.0,Diesel,Manual,2,2018.0,1120.0,5.0
4897,MG Hector Plus Sharp Hybrid MT,16.57,18697.0,Petrol,Manual,1,2020.0,999.0,5.0
4898,Honda Brio S MT,3.68,71735.0,Petrol,Manual,2,2016.0,1197.0,5.0
4899,Maruti Vitara Brezza VDi,5.95,72316.0,Diesel,Manual,2,2016.0,2494.0,7.0
4900,Hyundai Verna 1.6 CRDi SX,6.25,87770.0,Diesel,Manual,1,2016.0,1248.0,5.0
4901,Hyundai i20 Magna Plus BSIV,5.68,25890.0,Petrol,Manual,1,2019.0,1598.0,5.0
4902,Volkswagen Vento Petrol Comfortline,3.2,81426.0,Petrol,Manual,2,2013.0,1591.0,5.0
4903,Hyundai Grand i10 CRDi Sportz,3.09,107868.0,Diesel,Manual,1,2014.0,1199.0,5.0
4904,Renault KWID 1.0 RXT,3.4,23434.0,Petrol,Manual,1,2018.0,999.0,7.0
4905,Maruti Baleno 1.2 Zeta,5.58,21099.0,Petrol,Manual,1,2017.0,1582.0,5.0
4906,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,3.72,196320.0,Diesel,Manual,2,2010.0,1248.0,5.0
4907,Tata Indica Aura 1.3 Quadrajet,1.41,51650.0,Diesel,Manual,2,2009.0,1364.0,5.0
4908,Volkswagen Vento 1.6 Highline,6.2,44091.0,Petrol,Manual,1,2016.0,1956.0,5.0
4909,Hyundai Creta 1.6 VTVT SX Plus,9.16,33231.0,Petrol,Manual,2,2017.0,1248.0,5.0
4910,Tata Altroz XM plus,6.75,7027.0,Petrol,Manual,1,2021.0,1462.0,5.0
4911,Renault Triber RXL,6.87,5570.0,Petrol,Manual,1,2021.0,1248.0,5.0
4912,Hyundai Creta 1.6 CRDi SX,9.4,72500.0,Diesel,Manual,1,2016.0,936.0,5.0
4913,Maruti Swift VDI,2.86,114638.0,Diesel,Manual,2,2012.0,998.0,5.0
4914,Toyota Etios GD SP,3.5,72200.0,Diesel,Manual,1,2013.0,1373.0,5.0
4915,Jeep Compass 2.0 Longitude Option,11.9,61300.0,Diesel,Manual,1,2018.0,1199.0,5.0
4916,Maruti Ertiga VDI,4.13,245456.0,Diesel,Manual,1,2013.0,1497.0,7.0
4917,Maruti Ciaz Delta,8.49,52200.0,Petrol,Manual,1,2019.0,999.0,5.0
4918,Maruti Ciaz ZDi Plus,5.9,75000.0,Diesel,Manual,2,2015.0,1197.0,5.0
4919,Chevrolet Beat Diesel LT,1.6,68669.0,Diesel,Manual,1,2011.0,1248.0,5.0
4920,Maruti Celerio ZXI,4.5,57313.0,Petrol,Manual,1,2019.0,1086.0,5.0
4921,Maruti Ciaz VXi Plus,5.5,549999.0,Petrol,Manual,1,2015.0,2494.0,5.0
4922,Volkswagen Polo 1.2 MPI Comfortline,5.0,46328.0,Petrol,Manual,1,2016.0,1197.0,5.0
4923,Honda City 1.5 S MT,3.75,57407.0,Petrol,Manual,2,2011.0,1995.0,5.0
4924,Datsun RediGO 1.0 S,2.25,87537.0,Petrol,Manual,2,2017.0,799.0,5.0
4925,Maruti Swift Dzire VXI,4.35,80176.0,Petrol,Manual,1,2013.0,1248.0,5.0
4926,Maruti Swift Dzire VDI,6.65,62600.0,Diesel,Manual,1,2017.0,2143.0,5.0
4927,Hyundai Santro Xing GL,2.11,66737.0,Petrol,Manual,2,2013.0,1497.0,5.0
4928,Toyota Innova 2.5 V Diesel 7-seater,5.5,124400.0,Diesel,Manual,2,2011.0,1198.0,7.0
4929,Hyundai i10 Sportz 1.2,1.91,57480.0,Petrol,Manual,2,2010.0,814.0,5.0
4930,BMW 3 Series 320d Luxury Line,13.5,99000.0,Diesel,Automatic,1,2015.0,1197.0,5.0
4931,Renault KWID RXL,2.75,47000.0,Petrol,Manual,1,2018.0,1197.0,5.0
4932,Maruti Baleno 1.3 Sigma,5.5,35000.0,Diesel,Manual,1,2018.0,1086.0,5.0
4933,Mercedes-Benz C-Class C 220 CDI BE COR,9.75,58000.0,Diesel,Automatic,1,2013.0,1248.0,5.0
4934,Honda City S,4.0,48000.0,Petrol,Manual,1,2012.0,1197.0,5.0
4935,Honda Amaze VX AT i-Vtech,4.75,45000.0,Petrol,Automatic,1,2014.0,1998.0,5.0
4936,Hyundai EON D Lite,1.9,60000.0,Petrol,Manual,2,2012.0,999.0,5.0
4937,Hyundai i20 Magna Optional 1.2,4.65,23000.0,Petrol,Manual,1,2014.0,1199.0,5.0
4938,Hyundai Grand i10 1.2 Kappa Era,4.6,45000.0,Petrol,Manual,1,2019.0,2499.0,5.0
4939,Hyundai i10 Magna 1.1L,3.25,45000.0,Petrol,Manual,1,2014.0,2143.0,5.0
4940,Maruti Ertiga VDI,5.25,58000.0,Diesel,Manual,1,2013.0,1199.0,5.0
4941,Hyundai i20 1.2 Spotz,6.25,48000.0,Petrol,Manual,1,2018.0,998.0,5.0
4942,BMW 2 Series 220i M Sport,40.0,18000.0,Petrol,Automatic,1,2021.0,1998.0,5.0
4943,Skoda Kushaq 1.0 TSI Style 6 Airbags AT,16.75,16000.0,Petrol,Automatic,1,2022.0,1596.0,5.0
4944,Honda WR-V i-VTEC VX,9.0,17000.0,Petrol,Manual,1,2019.0,1061.0,5.0
4945,Lexus NX 300h,42.0,111000.0,Petrol,Automatic,1,2018.0,1248.0,5.0
4946,Mercedes-Benz M-Class ML 250 CDI,28.5,38000.0,Diesel,Automatic,2,2015.0,1461.0,5.0
4947,Honda Amaze V Petrol BSIV,6.0,36500.0,Petrol,Manual,1,2017.0,995.0,5.0
4948,Maruti Wagon R VXI Optional,3.0,80000.0,Petrol,Manual,2,2016.0,998.0,4.0
4949,Chevrolet Cruze LTZ,3.5,60000.0,Diesel,Manual,2,2012.0,1248.0,5.0
4950,Ford Fiesta 1.6 SXi ABS,1.0,110000.0,Petrol,Manual,1,2006.0,1199.0,5.0
4951,Maruti Wagon R LXI Minor,1.3,40000.0,Petrol,Manual,2,2009.0,796.0,5.0
4952,Maruti Ciaz VDi Plus SHVS,5.2,100000.0,Diesel,Manual,1,2016.0,1493.0,4.0
4953,Nissan Kicks XV D BSIV,11.6,20000.0,Diesel,Manual,1,2020.0,796.0,5.0
4954,Chevrolet Spark 1.0 LS,1.0,90000.0,Petrol,Manual,4,2009.0,1461.0,5.0
4955,Maruti S-Presso VXI Plus 2019-2022,3.7,60000.0,Petrol,Manual,1,2020.0,1197.0,7.0
4956,Maruti Swift Dzire VDI,5.75,100000.0,Diesel,Manual,1,2015.0,998.0,5.0
4957,Volkswagen Polo Diesel Highline 1.2L,2.35,100000.0,Diesel,Manual,2,2013.0,624.0,5.0
4958,Maruti Alto 800 LXI,1.8,80000.0,Petrol,Manual,3,2013.0,1591.0,5.0
4959,Hyundai Verna SX Opt AT Diesel,15.5,32000.0,Diesel,Automatic,1,2021.0,998.0,7.0
4960,Maruti 800 AC,1.0,76000.0,Petrol,Manual,3,2006.0,1461.0,5.0
4961,Renault Duster 110PS Diesel RxL,4.2,165000.0,Diesel,Manual,2,2014.0,1198.0,5.0
4962,Maruti Swift Dzire VXI,4.5,40000.0,Petrol,Manual,1,2015.0,998.0,8.0
4963,Maruti Celerio VXI CNG,5.7,40000.0,Cng,Manual,1,2020.0,1461.0,5.0
4964,Tata Nano Lx BSIV,1.0,100000.0,Petrol,Manual,1,2012.0,2179.0,5.0
4965,Hyundai Creta 1.6 Gamma SX Plus,7.27,83775.0,Petrol,Manual,3,2015.0,1798.0,5.0
4966,Maruti Celerio VXI AT,3.98,6860.0,Petrol,Automatic,1,2017.0,1086.0,5.0
4967,Renault Lodgy Stepway 110PS RXZ 7S,4.56,122759.0,Diesel,Manual,1,2015.0,2494.0,5.0
4968,Volkswagen Polo Petrol Highline 1.2L,2.76,39818.0,Petrol,Manual,1,2010.0,1497.0,5.0
4969,Maruti Wagon R LXI BS IV,1.68,47635.0,Petrol,Manual,2,2010.0,999.0,5.0
4970,Renault Duster 110PS Diesel RxZ,3.57,128383.0,Diesel,Manual,2,2013.0,1120.0,5.0
4971,Tata Hexa XE,6.22,294967.0,Diesel,Manual,2,2017.0,1582.0,5.0
4972,Skoda Octavia 1.8 TSI AT L K,19.67,23377.0,Petrol,Automatic,1,2018.0,2967.0,5.0
4973,Hyundai i10 Era 1.1,1.56,56691.0,Petrol,Manual,1,2008.0,1248.0,5.0
4974,Toyota Innova 2.5 V Diesel 8-seater,5.08,144256.0,Diesel,Manual,2,2011.0,1405.0,5.0
4975,Honda City i VTEC V,5.29,78688.0,Petrol,Manual,2,2014.0,2179.0,5.0
4976,Skoda Kushaq 1.0 TSI Style,15.02,8267.0,Petrol,Manual,1,2022.0,1496.0,5.0
4977,Hyundai Grand i10 CRDi Asta,3.94,86857.0,Diesel,Manual,2,2016.0,1198.0,5.0
4978,Hyundai Verna 1.6 CRDi SX,5.6,110613.0,Diesel,Manual,1,2016.0,1197.0,5.0
4979,Porsche Cayenne Diesel Platinum Edition,26.71,88277.0,Diesel,Automatic,2,2014.0,1198.0,5.0
4980,Maruti Baleno 1.3 Zeta,5.36,91498.0,Diesel,Manual,1,2015.0,1197.0,5.0
4981,Tata Indica Terra 1.4 TDI,1.5,40493.0,Diesel,Manual,1,2011.0,1461.0,5.0
4982,Mahindra TUV 300 Plus P6 BSIV,3.99,112299.0,Diesel,Manual,2,2018.0,1493.0,5.0
4983,Ford Ecosport 1.5 Petrol Titanium,8.86,11988.0,Petrol,Manual,1,2020.0,1086.0,7.0
4984,Datsun GO T BSIV,2.17,71913.0,Petrol,Manual,1,2015.0,1197.0,7.0
4985,Maruti Swift Dzire VXI,4.39,92720.0,Petrol,Manual,2,2016.0,998.0,7.0
4986,Volkswagen Polo 1.2 MPI Highline,3.68,94167.0,Petrol,Manual,2,2014.0,1196.0,5.0
4987,Hyundai Grand i10 1.2 Kappa Magna BSIV,4.7,35708.0,Petrol,Manual,1,2018.0,1248.0,5.0
4988,Renault Duster 110PS Diesel RxZ,3.57,123420.0,Diesel,Manual,1,2013.0,1197.0,5.0
4989,Kia Seltos HTX Plus D,9.95,50135.0,Diesel,Manual,2,2020.0,2179.0,5.0
4990,Hyundai i10 Era,1.95,85876.0,Petrol,Manual,2,2011.0,1373.0,5.0
4991,Hyundai Xcent 1.2 Kappa SX,5.15,8620.0,Petrol,Manual,1,2017.0,2999.0,5.0
4992,Maruti Wagon R LXI CNG,1.48,116328.0,Cng,Manual,3,2010.0,998.0,5.0
4993,Maruti Eeco 5 Seater AC BSIV,3.15,56321.0,Petrol,Manual,1,2016.0,1120.0,5.0
4994,Maruti Swift Dzire VDI,3.81,160648.0,Diesel,Manual,1,2014.0,1086.0,5.0
4995,Hyundai Grand i10 Magna,3.23,50726.0,Petrol,Manual,1,2014.0,998.0,5.0
